Year,Species.Group,Source,Species,Harvest,Landed Value,Wholesale Value
2005,Invertebrates,Wild commercial,"Sea cucumbers, wild",1.6,3.2,4.8
2005,Invertebrates,Wild commercial,"Sea urchins green, wild",0.03,0.1,0.3
2005,Invertebrates,Wild commercial,"Sea urchins red, wild",4.1,6.5,11.4
2005,Invertebrates,Wild commercial,"Shrimp, wild",1,3.3,6.1
2005,Other seafood,Farmed,"Other, farmed",0.4,2.6,3.1
2005,Other seafood,Wild commercial,"Other, wild",10.4,18.5,35.1
2005,Salmon,Farmed,Atlantic,53.79,252.23,293.1
2005,Salmon,Farmed,Pacific,16.63,66.1,82.7
2005,Salmon,Wild commercial,Chinook,2.1,12.6,24.9
2005,Salmon,Wild commercial,Chum,10.6,10.1,54.1
2005,Salmon,Wild commercial,Coho,1.1,3.5,24
2005,Salmon,Wild commercial,"Other salmon products, wild",,,1.2
2005,Salmon,Wild commercial,Pink,12.6,4.2,46.9
2005,Salmon,Wild commercial,Sockeye,0.9,3.8,67.5
2004,Groundfish,Wild commercial,"Arrowtooth flounders, wild",5.4,1.8,2
2004,Groundfish,Wild commercial,"Dogfish, wild",5.5,3.6,9.9
2004,Groundfish,Wild commercial,"Hake, wild",124.9,26.6,44.5
2004,Groundfish,Wild commercial,"Halibut, wild",7.3,51.4,88.3
2004,Groundfish,Wild commercial,"Lingcod, wild",2.9,5.5,9.7
2004,Groundfish,Wild commercial,"Other groundfish, wild",2.1,1.5,14.7
2004,Groundfish,Wild commercial,"Pacific cod, wild",1.3,1.8,5.1
2004,Groundfish,Wild commercial,"Pollock, wild",2.9,1.4,3.3
2004,Groundfish,Wild commercial,"Rockfish, wild",20.1,26.5,43.4
2004,Groundfish,Wild commercial,"Sablefish, wild",3,20.4,24.5
2004,Groundfish,Wild commercial,"Soles, wild",6.1,7,12.5
2004,Herring,Wild commercial,"Herring food & bait, wild",1.3,0.5,3
2004,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.4,5.6,7.6
2004,Herring,Wild commercial,"Roe herring, wild",23.8,27.9,87
2004,Invertebrates,Farmed,"Clams, farmed",1.6,7.4,11
2004,Invertebrates,Farmed,"Oysters, farmed",8.1,7.7,13.2
2004,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.2,0.8,2.1
2004,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.4,4.3,6
2004,Invertebrates,Wild commercial,"Crabs, wild",9.4,46.8,67.4
2004,Invertebrates,Wild commercial,"Geoducks, wild",1.8,34.4,51.7
2004,Invertebrates,Wild commercial,"Other invertebrates, wild",0.2,0.4,2
2004,Invertebrates,Wild commercial,"Prawns, wild",2,30,33.3
2004,Invertebrates,Wild commercial,"Scallops, wild",0.04,0.2,0.5
2004,Invertebrates,Wild commercial,"Sea cucumbers, wild",1.4,2.8,5.9
2004,Invertebrates,Wild commercial,"Sea urchins green, wild",0.13,0.5,1
2004,Invertebrates,Wild commercial,"Sea urchins red, wild",4.4,7.4,15.7
2004,Invertebrates,Wild commercial,"Shrimp, wild",0.9,2.6,6.7
2004,Other seafood,Farmed,"Other, farmed",0.2,1.6,2.4
2004,Other seafood,Wild commercial,"Other, wild",14.2,28.6,41.3
2004,Salmon,Farmed,Atlantic,46.07,174.53,
2004,Salmon,Farmed,Pacific,15.76,50.65,
2004,Salmon,Farmed,"Salmon, farmed",,,287.2
2004,Salmon,Wild commercial,Chinook,2.4,14.8,26.9
2004,Salmon,Wild commercial,Chum,14.3,11.2,46.8
2004,Salmon,Wild commercial,Coho,1.2,3.9,19.3
2004,Salmon,Wild commercial,"Other salmon products, wild",,,3.4
2004,Salmon,Wild commercial,Pink,3.6,1.1,22.9
2004,Salmon,Wild commercial,Sockeye,4.4,22.2,100.8
2003,Groundfish,Wild commercial,"Arrowtooth flounders, wild",4.3,1.3,1.6
2003,Groundfish,Wild commercial,"Dogfish, wild",5.8,5.1,11.5
2003,Groundfish,Wild commercial,"Hake, wild",69.1,13.7,40.1
2003,Groundfish,Wild commercial,"Halibut, wild",7.1,49.2,106.4
2003,Groundfish,Wild commercial,"Lingcod, wild",2.8,5.4,8.3
2003,Groundfish,Wild commercial,"Other groundfish, wild",2.6,1.5,19.4
2003,Groundfish,Wild commercial,"Pacific cod, wild",0.8,1.1,3.8
2003,Groundfish,Wild commercial,"Pollock, wild",5.4,2.6,3.3
2003,Groundfish,Wild commercial,"Rockfish, wild",21.7,28.9,48.7
2003,Groundfish,Wild commercial,"Sablefish, wild",2.3,21.3,23.7
2003,Groundfish,Wild commercial,"Soles, wild",6.1,7.1,13
2003,Herring,Wild commercial,"Herring food & bait, wild",1.3,0.5,3.4
2003,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.4,9.3,11.5
2003,Herring,Wild commercial,"Roe herring, wild",28.8,35.3,94.6
2003,Invertebrates,Farmed,"Clams, farmed",1.7,8.2,11.9
2003,Invertebrates,Farmed,"Oysters, farmed",8.3,8.9,17
2003,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.15,0.8,1.8
2003,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.6,5.4,7.9
2003,Invertebrates,Wild commercial,"Crabs, wild",7.2,39.1,61
2003,Invertebrates,Wild commercial,"Geoducks, wild",1.7,31.9,49
2003,Invertebrates,Wild commercial,"Other invertebrates, wild",0.4,0.7,2
2003,Invertebrates,Wild commercial,"Prawns, wild",2.4,32.8,42.5
2003,Invertebrates,Wild commercial,"Scallops, wild",0.06,0.3,0.7
2003,Invertebrates,Wild commercial,"Sea cucumbers, wild",1.4,2.1,6.5
2003,Invertebrates,Wild commercial,"Sea urchins green, wild",0.2,0.9,1.9
2003,Invertebrates,Wild commercial,"Sea urchins red, wild",4.3,7.2,14.8
2003,Invertebrates,Wild commercial,"Shrimp, wild",1.3,3.5,6.4
2003,Other seafood,Farmed,"Other, farmed",0.2,1,2.6
2003,Other seafood,Wild commercial,"Other, wild",8.4,14.9,24.4
2003,Salmon,Farmed,Atlantic,55.54,212.92,
2003,Salmon,Farmed,"Chinook salmon, farmed",15.72,36.83,
2003,Salmon,Farmed,"Coho salmon, farmed",1.42,6.05,
2003,Salmon,Farmed,"Salmon, farmed",,,302
2003,Salmon,Wild commercial,Chinook,2.2,8.2,17.3
2003,Salmon,Wild commercial,Chum,13.7,9.1,45.6
2003,Salmon,Wild commercial,Coho,0.8,2.5,14.2
2003,Salmon,Wild commercial,"Other salmon products, wild",,,2.8
2003,Salmon,Wild commercial,Pink,15.5,4.4,33.3
2003,Salmon,Wild commercial,Sockeye,6.4,24.6,75.2
2002,Groundfish,Wild commercial,"Arrowtooth flounders, wild",5.2,2.4,1.1
2002,Groundfish,Wild commercial,"Dogfish, wild",4.7,2.7,6.7
2002,Groundfish,Wild commercial,"Hake, wild",56.9,13.8,37.3
2002,Groundfish,Wild commercial,"Halibut, wild",7.3,48,71.4
2002,Groundfish,Wild commercial,"Lingcod, wild",2.7,5.2,7.9
2002,Groundfish,Wild commercial,"Other groundfish, wild",1.7,1.3,18.3
2002,Groundfish,Wild commercial,"Pacific cod, wild",0.7,1,3.4
2002,Groundfish,Wild commercial,"Pollock, wild",3.6,1,2.5
2002,Groundfish,Wild commercial,"Rockfish, wild",22.2,28,49
2002,Groundfish,Wild commercial,"Sablefish, wild",3,20.8,23.1
2002,Groundfish,Wild commercial,"Soles, wild",6.7,7.1,14.9
2002,Herring,Wild commercial,"Herring food & bait, wild",0.3,0.4,3.1
2002,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.4,10.6,12.8
2002,Herring,Wild commercial,"Roe herring, wild",26.6,37.4,113.5
2002,Invertebrates,Farmed,"Clams, farmed",1.5,7.2,11.4
2002,Invertebrates,Farmed,"Oysters, farmed",7.5,7.5,15.6
2002,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.09,0.5,1.4
2002,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.9,6.4,10.2
2002,Invertebrates,Wild commercial,"Crabs, wild",4.3,29,51.7
2002,Invertebrates,Wild commercial,"Geoducks, wild",1.8,38.2,51.4
2002,Invertebrates,Wild commercial,"Other invertebrates, wild",0.6,1,2
2002,Invertebrates,Wild commercial,"Prawns, wild",1.9,19.4,32
2002,Invertebrates,Wild commercial,"Scallops, wild",0.05,0.3,1
2002,Invertebrates,Wild commercial,"Sea cucumbers, wild",1.2,1.5,6.5
2002,Invertebrates,Wild commercial,"Sea urchins green, wild",0.12,0.5,1
2002,Invertebrates,Wild commercial,"Sea urchins red, wild",4.8,8,17.7
2002,Invertebrates,Wild commercial,"Shrimp, wild",1.9,4.1,7.8
2002,Other seafood,Farmed,"Other, farmed",0.1,0.7,1.8
2002,Other seafood,Wild commercial,"Other, wild",5.8,13.3,23.3
2002,Salmon,Farmed,Atlantic,71.57,238.11,
2002,Salmon,Farmed,"Chinook salmon, farmed",10.41,41.86,
2002,Salmon,Farmed,"Coho salmon, farmed",2.26,8.94,
2002,Salmon,Farmed,Other Pacific,0.01,0.04,
2002,Salmon,Farmed,"Salmon, farmed",,,338.9
2002,Salmon,Wild commercial,Chinook,1.7,7.1,11.8
2002,Salmon,Wild commercial,Chum,12.4,6,40.4
2002,Salmon,Wild commercial,Coho,0.5,1.1,8.1
2002,Salmon,Wild commercial,"Other salmon products, wild",,,2.7
2002,Salmon,Wild commercial,Pink,8.6,2.8,32.1
2002,Salmon,Wild commercial,Sockeye,10.1,40.3,103.5
2001,Groundfish,Wild commercial,"Arrowtooth flounders, wild",8.2,2.3,5.2
2001,Groundfish,Wild commercial,"Dogfish, wild",4.5,2.8,8.1
2001,Groundfish,Wild commercial,"Hake, wild",61,13.8,29
2001,Groundfish,Wild commercial,"Halibut, wild",4.6,37.2,71.5
2001,Groundfish,Wild commercial,"Lingcod, wild",2.4,4.2,7.4
2001,Groundfish,Wild commercial,"Other groundfish, wild",1.7,0.9,12.6
2001,Groundfish,Wild commercial,"Pacific cod, wild",0.5,0.6,3.7
2001,Groundfish,Wild commercial,"Pollock, wild",1.8,1,2.8
2001,Groundfish,Wild commercial,"Rockfish, wild",21.9,32.8,45.8
2001,Groundfish,Wild commercial,"Sablefish, wild",3.6,24,26.5
2001,Groundfish,Wild commercial,"Soles, wild",5.5,5.7,11.6
2001,Herring,Wild commercial,"Herring food & bait, wild",0.2,0.2,2.5
2001,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.4,10.5,12.8
2001,Herring,Wild commercial,"Roe herring, wild",23.9,35.5,97.3
2001,Invertebrates,Farmed,"Clams, farmed",1.4,8.2,10.8
2001,Invertebrates,Farmed,"Oysters, farmed",7.4,8.5,13.7
2001,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.11,0.5,1.1
2001,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.8,6.1,8.1
2001,Invertebrates,Wild commercial,"Crabs, wild",5.8,36.5,50.9
2001,Invertebrates,Wild commercial,"Geoducks, wild",1.8,39.2,60.1
2001,Invertebrates,Wild commercial,"Other invertebrates, wild",0.6,0.7,0.7
2001,Invertebrates,Wild commercial,"Prawns, wild",2,31.7,32.1
2001,Invertebrates,Wild commercial,"Scallops, wild",0.05,0.3,0.5
2001,Invertebrates,Wild commercial,"Sea cucumbers, wild",1,1.6,4.5
2001,Invertebrates,Wild commercial,"Sea urchins green, wild",0.14,0.7,1.3
2001,Invertebrates,Wild commercial,"Sea urchins red, wild",4.5,7.8,16.7
2001,Invertebrates,Wild commercial,"Shrimp, wild",2.4,4.9,7.5
2001,Other seafood,Farmed,"Other, farmed",0.1,0.5,1.3
2001,Other seafood,Wild commercial,"Other, wild",6.9,20.5,24.6
2001,Salmon,Farmed,Atlantic,58.03,216.65,
2001,Salmon,Farmed,"Chinook salmon, farmed",7.5,45.04,
2001,Salmon,Farmed,"Coho salmon, farmed",2.47,9.08,
2001,Salmon,Farmed,Other Pacific,0.03,0.11,
2001,Salmon,Farmed,"Salmon, farmed",,,323
2001,Salmon,Wild commercial,Chinook,0.7,3.1,5.1
2001,Salmon,Wild commercial,Chum,5.8,5.7,26.6
2001,Salmon,Wild commercial,Coho,0.1,0.1,5
2001,Salmon,Wild commercial,"Other salmon products, wild",,,4.2
2001,Salmon,Wild commercial,Pink,10.9,4.3,43.3
2001,Salmon,Wild commercial,Sockeye,7.2,23.9,77.7
2000,Groundfish,Wild commercial,"Arrowtooth flounders, wild",4.3,1.3,2.1
2000,Groundfish,Wild commercial,"Dogfish, wild",4.7,3.7,7.1
2000,Groundfish,Wild commercial,"Hake, wild",21.7,6.3,9.1
2000,Groundfish,Wild commercial,"Halibut, wild",4.8,42.5,61.8
2000,Groundfish,Wild commercial,"Lingcod, wild",3,6.5,6.3
2000,Groundfish,Wild commercial,"Other groundfish, wild",1.8,0.6,5
2000,Groundfish,Wild commercial,"Pacific cod, wild",0.7,1.2,3.4
2000,Groundfish,Wild commercial,"Pollock, wild",1,0.5,3.5
2000,Groundfish,Wild commercial,"Rockfish, wild",23.4,36.1,49.4
2000,Groundfish,Wild commercial,"Sablefish, wild",3.9,31.6,36
2000,Groundfish,Wild commercial,"Soles, wild",5.9,6.5,11
2000,Herring,Wild commercial,"Herring food & bait, wild",0.2,0.7,2.8
2000,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.38,10.4,12.5
2000,Herring,Wild commercial,"Roe herring, wild",27.2,39,113.8
2000,Invertebrates,Farmed,"Clams, farmed",1.1,6.1,9.6
2000,Invertebrates,Farmed,"Oysters, farmed",5.3,5.7,13
2000,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.06,0.3,0.3
2000,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.6,4.9,7.7
2000,Invertebrates,Wild commercial,"Crabs, wild",2.8,20.3,35.2
2000,Invertebrates,Wild commercial,"Geoducks, wild",1.8,41.8,49.5
2000,Invertebrates,Wild commercial,"Other invertebrates, wild",0.7,0.8,1
2000,Invertebrates,Wild commercial,"Prawns, wild",1.7,33.1,40.2
2000,Invertebrates,Wild commercial,"Scallops, wild",0.05,0.3,0.3
2000,Invertebrates,Wild commercial,"Sea cucumbers, wild",1,2.3,3.2
2000,Invertebrates,Wild commercial,"Sea urchins green, wild",0.18,1,1.4
2000,Invertebrates,Wild commercial,"Sea urchins red, wild",5.3,9.3,22.7
2000,Invertebrates,Wild commercial,"Shrimp, wild",2.6,4.4,8.1
2000,Other seafood,Farmed,"Other, farmed",0.1,0.5,0.5
2000,Other seafood,Wild commercial,"Other, wild",6,16.7,23.2
2000,Salmon,Farmed,Atlantic,39.24,218.1,
2000,Salmon,Farmed,"Chinook salmon, farmed",7.99,55.42,
2000,Salmon,Farmed,"Coho salmon, farmed",2.09,8.07,
2000,Salmon,Farmed,Other Pacific,0.03,0.1,
2000,Salmon,Farmed,"Salmon, farmed",,,326
2000,Salmon,Wild commercial,Chinook,0.5,2.8,5.3
2000,Salmon,Wild commercial,Chum,2.8,3.4,34.5
2000,Salmon,Wild commercial,Coho,0.1,0.1,8.9
2000,Salmon,Wild commercial,"Other salmon products, wild",,,1.5
2000,Salmon,Wild commercial,Pink,7.1,4.7,36.5
2000,Salmon,Wild commercial,Sockeye,8.5,39.5,113.1
1999,Groundfish,Wild commercial,"Arrowtooth flounders, wild",3.6,1,1.2
1999,Groundfish,Wild commercial,"Dogfish, wild",3.4,2.1,4.4
1999,Groundfish,Wild commercial,"Hake, wild",87.5,15.3,44.9
1999,Groundfish,Wild commercial,"Halibut, wild",5.5,38.7,61.7
1999,Groundfish,Wild commercial,"Lingcod, wild",2.3,4.5,5.2
1999,Groundfish,Wild commercial,"Other groundfish, wild",1.8,0.7,3
1999,Groundfish,Wild commercial,"Pacific cod, wild",0.8,1.1,2.7
1999,Groundfish,Wild commercial,"Pollock, wild",1.2,0.4,3.3
1999,Groundfish,Wild commercial,"Rockfish, wild",23.9,33.8,43.4
1999,Groundfish,Wild commercial,"Sablefish, wild",4.3,26.8,29
1999,Groundfish,Wild commercial,"Soles, wild",5.6,6.5,10.4
1999,Herring,Wild commercial,"Herring food & bait, wild",0.2,0.4,3.4
1999,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.4,7.8,9.8
1999,Herring,Wild commercial,"Roe herring, wild",26.5,40.4,108.8
1999,Invertebrates,Farmed,"Clams, farmed",0.9,4.7,7.3
1999,Invertebrates,Farmed,"Oysters, farmed",5.6,5.7,10.6
1999,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.04,0.1,0.2
1999,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.6,5.3,8.2
1999,Invertebrates,Wild commercial,"Crabs, wild",2.9,21.8,22.2
1999,Invertebrates,Wild commercial,"Geoducks, wild",1.8,33.7,55.5
1999,Invertebrates,Wild commercial,"Other invertebrates, wild",0.4,0.6,0.6
1999,Invertebrates,Wild commercial,"Prawns, wild",1.4,18.8,22.1
1999,Invertebrates,Wild commercial,"Scallops, wild",0.04,0.2,0.3
1999,Invertebrates,Wild commercial,"Sea cucumbers, wild",0.9,1.1,1.9
1999,Invertebrates,Wild commercial,"Sea urchins green, wild",0.19,1.2,1.9
1999,Invertebrates,Wild commercial,"Sea urchins red, wild",5.2,8,20.1
1999,Invertebrates,Wild commercial,"Shrimp, wild",2.6,4.4,7.5
1999,Other seafood,Farmed,"Other, farmed",0.1,0.4,0.4
1999,Other seafood,Wild commercial,"Other, wild",4.8,10.6,14.5
1999,Salmon,Farmed,Atlantic,38.78,222.98,
1999,Salmon,Farmed,"Chinook salmon, farmed",8.82,55.56,
1999,Salmon,Farmed,"Coho salmon, farmed",2.02,12,
1999,Salmon,Farmed,Other Pacific,0.02,0.06,
1999,Salmon,Farmed,"Salmon, farmed",,,333.9
1999,Salmon,Wild commercial,Chinook,0.8,4.1,6.6
1999,Salmon,Wild commercial,Chum,5,4.1,41.2
1999,Salmon,Wild commercial,Coho,0.1,0.1,5.8
1999,Salmon,Wild commercial,"Other salmon products, wild",,,0.6
1999,Salmon,Wild commercial,Pink,9.5,5.7,53.2
1999,Salmon,Wild commercial,Sockeye,1.7,12.4,63.1
1998,Groundfish,Wild commercial,"Arrowtooth flounders, wild",3.8,1.3,1.8
1998,Groundfish,Wild commercial,"Dogfish, wild",2.5,1.1,1.7
1998,Groundfish,Wild commercial,"Hake, wild",91,19.1,32.8
1998,Groundfish,Wild commercial,"Halibut, wild",5.8,30.9,70.5
1998,Groundfish,Wild commercial,"Lingcod, wild",1.9,3.2,5.9
1998,Groundfish,Wild commercial,"Other groundfish, wild",0.9,0.3,9.4
1998,Groundfish,Wild commercial,"Pacific cod, wild",1.4,1.5,4.7
1998,Groundfish,Wild commercial,"Pollock, wild",0.8,0.4,2.3
1998,Groundfish,Wild commercial,"Rockfish, wild",21.6,29.7,41.8
1998,Groundfish,Wild commercial,"Sablefish, wild",4.5,27.6,36.4
1998,Groundfish,Wild commercial,"Soles, wild",5,6.7,11.1
1998,Herring,Wild commercial,"Herring food & bait, wild",0.6,1.7,2.8
1998,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.4,8.9,8.9
1998,Herring,Wild commercial,"Roe herring, wild",32.9,26,96
1998,Invertebrates,Farmed,"Clams, farmed",0.7,3.7,6.6
1998,Invertebrates,Farmed,"Oysters, farmed",5.4,5,8.8
1998,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.04,0.3,0.6
1998,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.6,5.3,9.5
1998,Invertebrates,Wild commercial,"Crabs, wild",3,21.4,25
1998,Invertebrates,Wild commercial,"Geoducks, wild",1.8,29.8,42.4
1998,Invertebrates,Wild commercial,"Other invertebrates, wild",0.7,1.1,1.2
1998,Invertebrates,Wild commercial,"Prawns, wild",1.7,19.5,24.2
1998,Invertebrates,Wild commercial,"Scallops, wild",0.06,0.3,0.6
1998,Invertebrates,Wild commercial,"Sea cucumbers, wild",0.8,1,2.2
1998,Invertebrates,Wild commercial,"Sea urchins green, wild",0.16,1,2.4
1998,Invertebrates,Wild commercial,"Sea urchins red, wild",6,9.2,18.5
1998,Invertebrates,Wild commercial,"Shrimp, wild",3.5,5.7,11
1998,Other seafood,Farmed,"Other, farmed",0.1,0.4,0.5
1998,Other seafood,Wild commercial,"Other, wild",1.5,1.5,8.2
1998,Salmon,Farmed,Atlantic,33.06,179.57,
1998,Salmon,Farmed,"Chinook salmon, farmed",6.57,39.51,
1998,Salmon,Farmed,"Coho salmon, farmed",2.3,8.66,
1998,Salmon,Farmed,Other Pacific,0.32,1.23,
1998,Salmon,Farmed,"Salmon, farmed",,,264.1
1998,Salmon,Wild commercial,Chinook,1.4,5.5,9.2
1998,Salmon,Wild commercial,Chum,19.9,12.8,57.2
1998,Salmon,Wild commercial,Coho,0.1,0.1,6.5
1998,Salmon,Wild commercial,"Other salmon products, wild",,,0.7
1998,Salmon,Wild commercial,Pink,3.9,2.8,58.7
1998,Salmon,Wild commercial,Sockeye,5.1,32.9,76
1997,Groundfish,Wild commercial,"Arrowtooth flounders, wild",2.9,1,2
1997,Groundfish,Wild commercial,"Dogfish, wild",2.1,0.9,1.4
1997,Groundfish,Wild commercial,"Hake, wild",97.3,15.9,32.2
1997,Groundfish,Wild commercial,"Halibut, wild",5.6,41.6,58.9
1997,Groundfish,Wild commercial,"Lingcod, wild",1.7,2.6,4.2
1997,Groundfish,Wild commercial,"Other groundfish, wild",1.8,0.5,9.5
1997,Groundfish,Wild commercial,"Pacific cod, wild",1.5,1.5,4.7
1997,Groundfish,Wild commercial,"Pollock, wild",1.8,0.8,3.7
1997,Groundfish,Wild commercial,"Rockfish, wild",19.9,25.4,37.9
1997,Groundfish,Wild commercial,"Sablefish, wild",4,32.6,35.7
1997,Groundfish,Wild commercial,"Soles, wild",4.3,5.3,8.9
1997,Herring,Wild commercial,"Herring food & bait, wild",0.3,0.2,1.7
1997,Herring,Wild commercial,"Herring spawn-on-kelp, wild",0.41,17.7,17.7
1997,Herring,Wild commercial,"Roe herring, wild",31.2,49,97.8
1997,Invertebrates,Farmed,"Clams, farmed",0.8,3.4,4.4
1997,Invertebrates,Farmed,"Oysters, farmed",4.9,5.1,6.3
1997,Invertebrates,Farmed,"Scallops & other invertebrates, farmed",0.02,0.2,0.4
1997,Invertebrates,Wild commercial,"Clams (excl. geoducks), wild",1.6,4.3,5.5
1997,Invertebrates,Wild commercial,"Crabs, wild",3.9,28.7,34
1997,Invertebrates,Wild commercial,"Geoducks, wild",1.8,33.3,45
1997,Invertebrates,Wild commercial,"Other invertebrates, wild",0.6,1.3,1.4
1997,Invertebrates,Wild commercial,"Prawns, wild",1.8,26.3,29.6
1997,Invertebrates,Wild commercial,"Scallops, wild",0.07,0.4,0.8
1997,Invertebrates,Wild commercial,"Sea cucumbers, wild",0.6,1,5.2
1997,Invertebrates,Wild commercial,"Sea urchins green, wild",0.16,0.9,2.2
1997,Invertebrates,Wild commercial,"Sea urchins red, wild",5.6,10.1,14.7
1997,Invertebrates,Wild commercial,"Shrimp, wild",3.4,5.9,8.2
1997,Other seafood,Farmed,"Other, farmed",0.14,0.6,0.6
1997,Other seafood,Wild commercial,"Other, wild",1.8,2.1,8
1997,Salmon,Farmed,Atlantic,30.71,144.16,
1997,Salmon,Farmed,"Chinook salmon, farmed",4.3,25.19,
1997,Salmon,Farmed,"Coho salmon, farmed",1.36,6.61,
1997,Salmon,Farmed,Other Pacific,0.07,0.23,
1997,Salmon,Farmed,"Salmon, farmed",,,229.3
1997,Salmon,Wild commercial,Chinook,1.7,5.8,7.7
1997,Salmon,Wild commercial,Chum,8.7,6.5,36.1
1997,Salmon,Wild commercial,Coho,0.8,1.8,7.2
1997,Salmon,Wild commercial,"Other salmon products, wild",,,0.6
1997,Salmon,Wild commercial,Pink,12.2,6.6,45
1997,Salmon,Wild commercial,Sockeye,25.3,89,209.6